,Country,ISO_A3,Stage,Status,Emerging,Controlling,Winning
0,Afghanistan,AFG,1,Emerging,83.05740356445312,30.87524175643921,3.0982941389083862
1,Albania,ALB,1,Emerging,78.1631350517273,36.96856498718262,3.9047181606292725
2,Algeria,DZA,2,Controlling,41.11794829368591,49.700844287872314,12.078779935836792
3,Andorra,AND,3,Winning,3.371909260749817,35.80292463302612,68.0733323097229
4,Angola,AGO,1,Emerging,87.12852001190186,24.309030175209045,2.9448091983795166
5,Antigua and Barbuda,ATG,3,Winning,1.50928795337677,27.000349760055542,82.7905535697937
6,Argentina,ARG,1,Emerging,91.0706877708435,22.214916348457336,1.8463551998138428
7,Armenia,ARM,1,Emerging,88.51562738418579,25.28071403503418,2.2540032863616943
8,Australian Capital Territory (Australia),,3,Winning,0.1465529203414917,8.371862769126892,97.82434701919556
9,New South Wales (Australia),,3,Winning,1.0361522436141968,22.089967131614685,87.80726790428162
10,Northern Territory (Australia),,3,Winning,0.3427743911743164,13.212865591049194,95.26896476745605
11,Queensland (Australia),,3,Winning,1.0388553142547607,22.512051463127136,87.59862780570984
12,South Australia (Australia),,3,Winning,0.35178959369659424,13.614726066589355,95.16609907150269
13,Tasmania (Australia),,3,Winning,2.9379069805145264,35.16172766685486,71.0390567779541
14,Victoria (Australia),,3,Winning,4.124319553375244,34.41019654273987,66.6946530342102
15,Western Australia (Australia),,3,Winning,1.7603963613510132,27.1677166223526,81.27737045288086
16,Australia,AUS,3,Winning,1.540479063987732,25.62260627746582,83.33568572998047
17,Austria,AUT,3,Winning,2.5049209594726562,30.637317895889282,75.69960355758667
18,Azerbaijan,AZE,1,Emerging,89.74875211715698,23.961055278778076,2.0638495683670044
19,Bahamas,BHS,3,Winning,6.742939352989197,44.871845841407776,50.31318664550781
20,Bahrain,BHR,1,Emerging,84.12975668907166,30.637019872665405,2.916848659515381
21,Bangladesh,BGD,1,Emerging,89.75499868392944,23.933443427085876,2.065950632095337
22,Barbados,BRB,3,Winning,4.587504267692566,35.10076403617859,64.62803483009338
23,Belarus,BLR,1,Emerging,58.11629891395569,45.374733209609985,7.394641637802124
24,Belgium,BEL,2,Controlling,10.913187265396118,49.02573823928833,37.93371021747589
25,Belize,BLZ,3,Winning,2.6459306478500366,19.772279262542725,81.24977946281433
26,Benin,BEN,3,Winning,2.4708181619644165,21.253880858421326,85.22660732269287
27,Bhutan,BTN,1,Emerging,72.43385314941406,28.75067889690399,6.154507398605347
